iter	Passed	Remaining
1748	3436	493
1749	3438	491
1750	3439	489
1751	3441	487
1752	3443	485
1753	3445	483
1754	3447	481
1755	3449	479
1756	3451	477
1757	3453	475
1758	3455	473
1759	3457	471
1760	3459	469
1761	3461	467
1762	3463	465
1763	3465	463
1764	3467	461
1765	3470	459
1766	3472	457
1767	3474	455
1768	3476	453
1769	3478	452
1770	3480	450
1771	3482	448
1772	3484	446
1773	3486	444
1774	3488	442
1775	3489	440
1776	3491	438
1777	3493	436
1778	3495	434
1779	3497	432
1780	3499	430
1781	3502	428
1782	3504	426
1783	3506	424
1784	3508	422
1785	3510	420
1786	3511	418
1787	3514	416
1788	3515	414
1789	3517	412
1790	3519	410
1791	3522	408
1792	3523	406
1793	3525	404
1794	3527	402
1795	3529	400
1796	3531	398
1797	3533	396
1798	3535	395
1799	3537	393
1800	3539	391
1801	3541	389
1802	3542	387
1803	3544	385
1804	3546	383
1805	3548	381
1806	3550	379
1807	3551	377
1808	3553	375
1809	3555	373
1810	3557	371
1811	3559	369
1812	3561	367
1813	3563	365
1814	3565	363
1815	3567	361
1816	3569	359
1817	3570	357
1818	3572	355
1819	3574	353
1820	3579	351
1821	3581	349
1822	3582	347
1823	3585	345
1824	3587	343
1825	3588	341
1826	3590	340
1827	3592	338
1828	3594	336
1829	3596	334
1830	3597	332
1831	3599	330
1832	3601	328
1833	3603	326
1834	3605	324
1835	3607	322
1836	3608	320
1837	3610	318
1838	3613	316
1839	3614	314
1840	3616	312
1841	3618	310
1842	3620	308
1843	3621	306
1844	3623	304
1845	3625	302
1846	3627	300
1847	3629	298
1848	3632	296
1849	3633	294
1850	3636	292
1851	3637	290
1852	3639	288
1853	3641	286
1854	3643	284
1855	3646	282
1856	3648	280
1857	3650	279
1858	3652	277
1859	3654	275
1860	3656	273
1861	3658	271
1862	3660	269
1863	3662	267
1864	3664	265
1865	3666	263
1866	3668	261
1867	3670	259
1868	3672	257
1869	3674	255
1870	3675	253
1871	3678	251
1872	3680	249
1873	3682	247
1874	3684	245
1875	3686	243
1876	3688	241
1877	3690	239
1878	3692	237
1879	3693	235
1880	3695	233
1881	3697	231
1882	3700	229
1883	3702	227
1884	3704	226
1885	3706	224
1886	3708	222
1887	3710	220
1888	3712	218
1889	3715	216
1890	3716	214
1891	3718	212
1892	3720	210
1893	3722	208
1894	3724	206
1895	3726	204
1896	3729	202
1897	3731	200
1898	3733	198
1899	3735	196
1900	3737	194
1901	3739	192
1902	3741	190
1903	3743	188
1904	3745	186
1905	3747	184
1906	3749	182
1907	3751	180
1908	3753	178
1909	3755	176
1910	3757	174
1911	3758	173
1912	3760	171
1913	3762	169
1914	3764	167
1915	3766	165
1916	3768	163
1917	3770	161
1918	3772	159
1919	3774	157
1920	3775	155
1921	3778	153
1922	3780	151
1923	3784	149
1924	3786	147
1925	3788	145
1926	3790	143
1927	3792	141
1928	3795	139
1929	3797	137
1930	3799	135
1931	3801	133
1932	3803	131
1933	3805	129
1934	3806	127
1935	3808	125
1936	3810	123
1937	3812	121
1938	3815	120
1939	3817	118
1940	3819	116
1941	3820	114
1942	3822	112
1943	3824	110
1944	3826	108
1945	3828	106
1946	3830	104
1947	3832	102
1948	3834	100
1949	3836	98
1950	3838	96
1951	3840	94
1952	3842	92
1953	3844	90
1954	3846	88
1955	3847	86
1956	3849	84
1957	3851	82
1958	3853	80
1959	3855	78
1960	3857	76
1961	3859	74
1962	3861	72
1963	3863	70
1964	3865	68
1965	3867	66
1966	3869	64
1967	3871	62
1968	3873	60
1969	3875	59
1970	3877	57
1971	3879	55
1972	3881	53
1973	3882	51
1974	3884	49
1975	3886	47
1976	3888	45
1977	3890	43
1978	3893	41
1979	3895	39
1980	3897	37
1981	3900	35
1982	3902	33
1983	3904	31
1984	3906	29
1985	3908	27
1986	3910	25
1987	3912	23
1988	3913	21
1989	3915	19
1990	3917	17
1991	3919	15
1992	3921	13
1993	3923	11
1994	3925	9
1995	3927	7
1996	3929	5
1997	3930	3
1998	3932	1
1999	3934	0
