iter	RMSE
1667	38221.30102
1668	38220.84268
1669	38220.5905
1670	38220.12413
1671	38218.76235
1672	38218.59113
1673	38218.06335
1674	38217.19591
1675	38217.00726
1676	38216.35629
1677	38215.582
1678	38214.76997
1679	38214.42589
1680	38213.45455
1681	38212.16148
1682	38211.79965
1683	38210.78309
1684	38210.45232
1685	38210.24566
1686	38209.37759
1687	38209.26076
1688	38209.02254
1689	38208.62631
1690	38207.69454
1691	38206.47559
1692	38205.24634
1693	38204.28028
1694	38203.60892
1695	38203.28431
1696	38202.74461
1697	38201.97955
1698	38201.43652
1699	38200.47342
1700	38200.35263
1701	38199.62664
1702	38198.89938
1703	38197.97308
1704	38197.51666
1705	38196.64672
1706	38195.27531
1707	38194.64334
1708	38193.83124
1709	38193.25697
1710	38192.66627
1711	38192.23727
1712	38191.19699
1713	38190.85775
1714	38190.62386
1715	38189.83953
1716	38188.62924
1717	38187.43462
1718	38186.73698
1719	38186.49772
1720	38185.39424
1721	38184.43101
1722	38183.93144
1723	38183.65963
1724	38182.74102
1725	38181.29848
1726	38180.80675
1727	38180.31132
1728	38179.52663
1729	38179.07966
1730	38178.65231
1731	38178.17806
1732	38177.76629
1733	38177.05342
1734	38175.62708
1735	38175.38304
1736	38175.10848
1737	38174.70247
1738	38174.3884
1739	38173.99228
1740	38173.83421
1741	38173.32253
1742	38172.67238
1743	38172.18637
1744	38170.34854
1745	38170.01754
1746	38169.90114
1747	38169.51893
1748	38169.2409
1749	38168.78524
1750	38168.69687
1751	38167.92707
1752	38167.47351
1753	38167.36302
1754	38166.61432
1755	38166.36888
1756	38165.44612
1757	38164.94644
1758	38164.23621
1759	38163.19745
1760	38162.30865
1761	38161.89545
1762	38160.75926
1763	38159.35753
1764	38158.0089
1765	38157.1653
1766	38156.31
1767	38155.94177
1768	38155.13239
1769	38153.47579
1770	38152.62
1771	38151.82855
1772	38150.64863
1773	38150.343
1774	38149.67915
1775	38149.24754
1776	38148.22165
1777	38147.46978
1778	38146.50681
1779	38145.78038
1780	38145.16103
1781	38143.59439
1782	38143.04947
1783	38142.04093
1784	38140.79135
1785	38139.76062
1786	38138.08777
1787	38137.07
1788	38136.45815
1789	38135.02723
1790	38134.5471
1791	38134.04015
1792	38133.117
1793	38132.4357
1794	38131.15515
1795	38130.85642
1796	38129.88634
1797	38129.30144
1798	38128.22628
1799	38127.55409
1800	38127.32786
1801	38126.69944
1802	38126.24134
1803	38125.80197
1804	38125.33237
1805	38124.78836
1806	38123.66752
1807	38123.08097
1808	38122.43433
1809	38121.58272
1810	38120.99546
1811	38120.32699
1812	38119.93012
1813	38119.03715
1814	38118.53112
1815	38118.10263
1816	38117.21389
1817	38116.3715
1818	38115.86586
1819	38115.78129
1820	38115.34638
1821	38114.4933
1822	38113.94048
1823	38112.75398
1824	38111.20149
1825	38110.30897
1826	38110.09089
1827	38109.24436
1828	38108.22072
1829	38108.12315
1830	38107.83523
1831	38107.1622
1832	38106.74695
1833	38105.85765
1834	38105.29542
1835	38104.56127
1836	38104.39604
1837	38103.65525
1838	38102.61663
1839	38101.79063
1840	38101.44981
1841	38100.61393
1842	38100.25558
1843	38099.64267
1844	38098.29577
1845	38097.60721
1846	38097.25488
1847	38096.79398
1848	38096.53857
1849	38095.95337
1850	38094.5951
1851	38093.37564
1852	38092.74509
1853	38091.76433
1854	38091.539
1855	38091.35004
1856	38090.73427
1857	38089.67719
1858	38089.57391
1859	38089.01861
1860	38088.77104
1861	38088.34548
1862	38087.96081
1863	38087.35187
1864	38086.78204
1865	38086.0925
1866	38085.2364
1867	38084.45759
1868	38084.24282
1869	38084.0119
1870	38083.15083
1871	38082.81729
1872	38081.36169
1873	38081.13623
1874	38080.46085
1875	38080.02904
1876	38079.67364
1877	38079.15868
1878	38078.57186
1879	38077.57002
1880	38077.06206
1881	38076.73349
1882	38076.21236
1883	38075.31627
1884	38074.90924
1885	38074.50767
1886	38074.2009
1887	38073.88283
1888	38073.04319
1889	38072.77426
1890	38072.38391
1891	38072.08181
1892	38071.49135
1893	38070.96081
1894	38069.93959
1895	38069.31505
1896	38068.57746
1897	38068.13099
1898	38067.1521
1899	38066.84015
1900	38066.184
1901	38065.3838
1902	38064.27478
1903	38064.00032
1904	38063.59093
1905	38062.73811
1906	38062.67183
1907	38062.06872
1908	38061.36448
1909	38060.50139
1910	38059.94412
1911	38059.36275
1912	38058.65782
1913	38057.70477
1914	38057.52899
1915	38057.25493
1916	38056.69405
1917	38056.24412
1918	38055.52623
1919	38054.1938
1920	38053.26414
1921	38052.86743
1922	38052.69177
1923	38052.38006
1924	38051.83886
1925	38050.72063
1926	38049.82213
1927	38049.39875
1928	38048.90748
1929	38048.67327
1930	38048.38158
1931	38047.74183
1932	38047.16898
1933	38046.58556
1934	38045.6268
1935	38045.11042
1936	38043.80536
1937	38043.38391
1938	38042.40116
1939	38042.05483
1940	38041.63856
1941	38040.99827
1942	38040.21602
1943	38039.84579
1944	38037.65033
1945	38036.91393
1946	38035.83234
1947	38035.18084
1948	38034.45469
1949	38034.06757
1950	38033.67123
1951	38033.33462
1952	38032.32808
1953	38031.42855
1954	38030.99835
1955	38030.61678
1956	38030.19094
1957	38029.51627
1958	38028.72415
1959	38027.4885
1960	38026.55858
1961	38025.82319
1962	38025.44987
1963	38024.82945
1964	38024.57447
1965	38024.04695
1966	38022.8892
1967	38022.11553
1968	38021.5801
1969	38021.14212
1970	38020.87647
1971	38019.84495
1972	38019.64958
1973	38019.27009
1974	38018.91164
1975	38018.22426
1976	38017.81212
1977	38016.8751
1978	38015.47257
1979	38014.89364
1980	38014.55845
1981	38013.45628
1982	38013.35688
1983	38012.34053
1984	38011.1978
1985	38010.64499
1986	38010.36185
1987	38009.61231
1988	38009.20941
1989	38008.14914
1990	38007.68902
1991	38006.50396
1992	38005.50617
1993	38005.09345
1994	38004.46582
1995	38004.04327
1996	38003.29333
1997	38002.17547
1998	38001.73745
1999	38001.39929
